name,address,website,lat,lng,drive_distance,drive_time
McSweeney Chevrolet GMC,"86 Peach Tower Rd, Clanton, AL 35045, USA",https://www.mcsweeneychevygmc.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales_website,32.8876255,-86.6266555,309 km,2 hours 54 mins
Serra Honda of Sylacauga,"40941 US-280, Sylacauga, AL 35150, USA",https://www.serrahonda.net/,33.1764434,-86.2906557,253 km,2 hours 45 mins
McSweeney Chrysler Dodge Jeep Ram - Clanton,"86 Peach Tower Rd, Clanton, AL 35045, USA",https://www.mcsweeneycdjr.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales_website,32.8876255,-86.6266555,309 km,2 hours 54 mins
"Tony Serra Ford, Inc.","40905 US-280, Sylacauga, AL 35150, USA",https://www.tonyserraford.com/,33.1768134,-86.2911974,254 km,2 hours 46 mins
McKinnon Nissan,"135 Price Dr, Clanton, AL 35046, USA",http://www.mckinnonnissan.com/?utm_source=gbp_listing&utm_medium=organic&utm_campaign=gbp_mainbutton,32.887824,-86.62134600000002,310 km,2 hours 54 mins
"Baugh Ford, LLC","1670 7th St N, Clanton, AL 35045, USA",https://www.baughford.net/?utm_source=gmbsls&utm_medium=social&mcmid=gmbsls,32.8533486,-86.6352072,314 km,2 hours 57 mins
Serra Toyota,"1300 Center Point Pkwy, Birmingham, AL 35215, USA",https://www.serratoyota.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp+sales,33.620525799999996,-86.6866989,227 km,2 hours 12 mins
Lexus of Birmingham,"1001 Tom Williams Way, Birmingham, AL 35210, USA",https://www.lexusofbirmingham.com/?utm_source=google&utm_campaign=GoogleLocalListing&utm_medium=organic,33.5216856,-86.664983,229 km,2 hours 11 mins
Mercedes-Benz of Birmingham - Irondale Campus,"750 Mercedes Wy, Irondale, AL 35210, USA",https://www.mbbhm.com/mercedes-benz-of-birmingham-irondale-al/?utm_source=GBP_profile&utm_medium=organic&utm_campaign=irondale_gbp,33.523762999999995,-86.6689499,229 km,2 hours 10 mins
Edwards Chevrolet-280,"5499 US-280, Birmingham, AL 35242, USA",https://280.chevyman.com/?utm_medium=organic&utm_source=GMBlisting&utm_campaign=chevroletsales,33.4079663,-86.6626806,248 km,2 hours 25 mins
BMW of Birmingham,"1000 Tom Williams Way, Irondale, AL 35210, USA",https://www.birminghambmw.com/?utm_source=google&utm_campaign=GoogleLocalListing&utm_medium=organic,33.5219904,-86.6634425,229 km,2 hours 12 mins
Serra Hyundai,"1503 Gadsden Hwy, Trussville, AL 35235, USA",https://www.serrahyundai.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp+sales,33.598321399999996,-86.64213649999999,221 km,2 hours 7 mins
Brannon Honda,"300 Gadsden Hwy, Birmingham, AL 35235, USA",https://www.brannonhonda.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales_website%20,33.588248,-86.693978,224 km,2 hours 9 mins
Audi Birmingham,"1314 Grants Mill Way, Irondale, AL 35210, USA",https://www.audiofbirmingham.com/?utm_source=google&utm_campaign=GoogleLocalListing&utm_medium=organic,33.5196483,-86.66055740000002,229 km,2 hours 11 mins
Serra Kia Trussville,"5009 Brooke's Crossing Blvd, Birmingham, AL 35235, USA",https://www.serratrussvillekia.com/,33.6049037,-86.6320178,222 km,2 hours 9 mins
Serra Kia of Gardendale,"630 Fieldstown Rd, Gardendale, AL 35071, USA",https://www.serragardendalekia.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-sales-main,33.6532045,-86.8256474,255 km,2 hours 26 mins
Serra Nissan,"1500 Center Point Pkwy, Birmingham, AL 35215, USA",http://www.serranissan.com/,33.624591699999996,-86.6865184,228 km,2 hours 12 mins
Land Rover Birmingham,"3000 Tom Williams Way, Birmingham, AL 35210, USA",https://www.birminghamlandrover.com/?utm_source=google&utm_campaign=GoogleLocalListing&utm_medium=organic,33.520776,-86.661856,229 km,2 hours 11 mins
Hull Dobbs Ford Birmingham,"9924 Parkway E, Birmingham, AL 35215, USA",https://www.hulldobbsfordbirmingham.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,33.6106707,-86.68898329999999,226 km,2 hours 11 mins
Bill Penney Toyota,"4808 University Dr NW, Huntsville, AL 35816, USA",https://www.billpenneytoyota.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales,34.7375489,-86.6510796,170 km,1 hour 49 mins
Woody Anderson Ford,"2500 Jordan Ln NW, Huntsville, AL 35810, USA",http://www.woodyandersonford.com/?utm_source=GMB_profile&utm_medium=organic,34.7582091,-86.6391886,168 km,1 hour 49 mins
Shottenkirk Honda Huntsville,"6591 Hwy 72 W, Huntsville, AL 35806, USA",https://www.shottenkirkhondahuntsville.com/,34.747633199999996,-86.6941452,179 km,1 hour 52 mins
Landers McLarty Chevrolet,"4930 University Dr NW, Huntsville, AL 35816, USA",https://www.landersmclartychevrolet.com/,34.7404308,-86.6583256,171 km,1 hour 50 mins
Landers McLarty Subaru,"5790 University Dr, Huntsville, AL 35816, USA",https://www.landersmclartysubaru.net/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,34.740257899999996,-86.6602983,171 km,1 hour 50 mins
University Kia,"6519 University Dr NW, Huntsville, AL 35806, USA",https://www.universitykia.com/?utm_source=GMB&utm_medium=organic&utm_campaign=google_my_business,34.7467731,-86.68963839999999,178 km,1 hour 52 mins
Bentley Buick GMC,"2120 Drake Ave SW, Huntsville, AL 35805, USA",https://www.bentleygmc.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales_website%20,34.7069532,-86.59353480000001,169 km,1 hour 46 mins
Hiley Mazda of Huntsville,"6934 Hwy 72 W, Huntsville, AL 35806, USA",https://www.hileymazdahuntsville.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=website_button,34.753657,-86.7060197,180 km,1 hour 53 mins
Bentley Hyundai,"3805 University Dr, Huntsville, AL 35816, USA",https://www.bentleyhyundai.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,34.7344341,-86.6214811,167 km,1 hour 46 mins
Landers McLarty Chrysler Dodge Jeep Ram FIAT,"6523 University Dr NW, Huntsville, AL 358061717, USA",https://www.landersmclartydcjal.com/,34.7473119,-86.69157899999999,178 km,1 hour 52 mins
Sand Mountain Toyota,"9167 US-431, Albertville, AL 35950, USA",https://www.sandmountaintoyota.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=main,34.286059,-86.236176,149 km,1 hour 35 mins
Century BMW of Huntsville,"3810 University Dr NW, Huntsville, AL 35816, USA",https://www.centurybmwhuntsville.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,34.7357005,-86.6255882,168 km,1 hour 46 mins
Landers McLarty Nissan of Huntsville,"6520 University Dr NW, Huntsville, AL 35806, USA",https://www.landersmclartynissanhuntsville.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,34.748984799999995,-86.69059589999999,178 km,1 hour 52 mins
Hiley Volkswagen of Huntsville,"6944 Hwy 72 W, Huntsville, AL 35806, USA",https://www.hileyvwhuntsville.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=website_button,34.7537725,-86.70663259999999,180 km,1 hour 53 mins
Lexus of Huntsville,"6580 University Dr NW, Huntsville, AL 35806, USA",https://www.lexusofhuntsville.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,34.749902299999995,-86.69205699999999,179 km,1 hour 52 mins
Landers McLarty Toyota,"2970 Huntsville Hwy, Fayetteville, TN 37334, USA",https://www.landersmclartytoyota.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,35.0458779,-86.57273889999999,169 km,1 hour 47 mins
Mercedes-Benz of Huntsville,"6520 University Dr NW, Huntsville, AL 35806, USA",https://www.mbhsv.com/,34.749011700000004,-86.6912042,178 km,1 hour 52 mins
Toyota of Murfreesboro,"3434 Bill Smith Dr, Murfreesboro, TN 37129, USA",https://www.toyotaofmurfreesboro.com/?utm_source=google&utm_medium=organic&utm_campaign=google-my-business,35.8692698,-86.4611323,170 km,1 hour 39 mins
Ford of Murfreesboro,"1550 NW Broad St, Murfreesboro, TN 37129, USA",https://www.fordofmurfreesboro.com/?utm_source=google&utm_medium=organic&utm_campaign=google-my-business,35.869260499999996,-86.41321529999999,169 km,1 hour 43 mins
Honda of Murfreesboro,"929 John R Rice Blvd, Murfreesboro, TN 37129, USA",https://www.hondaofmurfreesboro.com/?utm_source=gmb&utm_medium=organic,35.8650003,-86.4576364,170 km,1 hour 40 mins
Nelson Mazda Murfreesboro,"1214 Fortress Blvd, Murfreesboro, TN 37128, USA",https://www.nelsonmazdamurfreesboro.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=website_button,35.8662156,-86.4618337,170 km,1 hour 39 mins
Murfreesboro Nissan,"814 Memorial Blvd, Murfreesboro, TN 37129, USA",https://www.murfreesboronissan.com/,35.85404,-86.3949006,167 km,1 hour 39 mins
Beaman Chrysler Dodge Jeep Ram,"1705 S Church St, Murfreesboro, TN 37130, USA",https://www.beamancdjr.com/?utm_source=gbp&utm_medium=organic&utm_campaign=website,35.8229329,-86.39391049999999,162 km,1 hour 34 mins
Franklin Chrysler Dodge Jeep Ram,"1124 Murfreesboro Rd B, Franklin, TN 37064, USA",https://www.chryslerdodgejeepramoffranklin.com/?utm_source=google&utm_medium=organic&utm_campaign=google-my-business,35.9152968,-86.8358892,219 km,2 hours 7 mins
Beaman Toyota,"343 Harding Pl, Nashville, TN 37211, USA",https://www.beamantoyota.com/?utm_source=GMB&utm_medium=organic&utm_campaign=GMB%20Main,36.086012499999995,-86.69704399999999,202 km,1 hour 55 mins
Mercedes-Benz of Music City,"734 Envious Ln, Nashville, TN 37217, USA",https://www.mbofmc.com/?utm_source=google&utm_medium=organic&utm_content=main&utm_campaign=google_my_business,36.142779,-86.70056749999999,212 km,2 hours 2 mins
Rhythm Chrysler Dodge Jeep Ram Fiat,"1221 W Main St, Hendersonville, TN 37075, USA",https://www.rhythmcdjr.com/?utm_source=GMB&utm_medium=organic&utm_campaign=GMB%20Main,36.3085333,-86.6684513,236 km,2 hours 16 mins
Toyota of Gallatin,"1435 Nashville Pike, Gallatin, TN 37066, USA",https://www.toyotagallatin.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,36.361821899999995,-86.4939053,236 km,2 hours 27 mins
Serra Chevrolet Buick GMC,"2340 Gallatin Pike N, Madison, TN 37115, USA",https://www.serranashville.com//?utm_source=google&utm_medium=organic&utm_campaign=gmb,36.309138000000004,-86.68283100000001,234 km,2 hours 18 mins
Nashville Toyota North,"2400 Gallatin Pike N, Madison, TN 37115, USA",http://www.nashvilletoyotanorth.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,36.3105812,-86.6780014,235 km,2 hours 17 mins
Gallatin Ford,"1394 Nashville Pike, Gallatin, TN 37066, USA",https://www.gallatinford.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales_website,36.3658761,-86.4925569,236 km,2 hours 26 mins
Hallmark Hyundai Hendersonville,"1198 W Main St, Hendersonville, TN 37075, USA",https://www.hendersonvillehyundai.com/,36.3098753,-86.6654063,236 km,2 hours 16 mins
Newton Nissan of Gallatin,"1461 Nashville Pike, Gallatin, TN 37066, USA",https://www.newtonnissan.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,36.3612445,-86.4948275,236 km,2 hours 27 mins
Greenway Kia of Rivergate,"1536 Gallatin Pike N, Madison, TN 37115, USA",https://www.greenwaykiarivergate.com/?utm_campaign=gbp_website_button&utm_medium=organic&utm_source=google,36.2894211,-86.705455,234 km,2 hours 16 mins
Volkswagen of North Nashville,"2431 Gallatin Pike N, Nashville, TN 37115, USA",https://www.volkswagenofnorthnashville.com/,36.3086111,-86.675,235 km,2 hours 17 mins
Gallatin Chrysler Dodge Jeep Ram,"1290 Nashville Pike, Gallatin, TN 37066, USA",https://www.gallatincdjr.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales_website,36.3694444,-86.4869444,235 km,2 hours 25 mins
Subaru of Gallatin,"1395 Nashville Pike, Gallatin, TN 37066, USA",http://subaruofgallatin.com/,36.3641624,-86.4910278,236 km,2 hours 26 mins
Gallatin Honda,"2109 Nashville Pike, Gallatin, TN 37066, USA",https://www.gallatinhonda.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,36.3422862,-86.5305123,249 km,2 hours 24 mins
Nissan Of Rivergate,"1550 Gallatin Pike N, Madison, TN 37115, USA",http://www.nissanofrivergate.com/?utm_campaign=gmb&utm_medium=organic&utm_source=local,36.290665499999996,-86.7052283,234 km,2 hours 16 mins
Town and Country Ford of Nashville,"101 Anderson Ln, Madison, TN 37115, USA",http://www.fordnashville.com/,36.2739543,-86.7089017,230 km,2 hours 15 mins
Toyota of Bowling Green,"2398 Scottsville Rd, Bowling Green, KY 42103, USA",https://www.toyotaofbowlinggreen.com/?utm_medium=organic&utm_source=GMBlisting&utm_campaign=toyotasales,36.9554566,-86.42636189999999,312 km,3 hours 0 mins
Greenwood Ford Lincoln,"3075 Scottsville Rd, Bowling Green, KY 42104, USA",https://www.greenwoodford.com/?utm_medium=organic&utm_source=GMBlisting&utm_campaign=fordlincolnsales,36.9417214,-86.42283429999999,311 km,2 hours 58 mins
Gary Force Honda,"2325 Scottsville Rd, Bowling Green, KY 42104, USA",https://www.garyforcehonda.com/,36.955381300000006,-86.4283513,312 km,3 hours 0 mins
"Campbell Chevrolet of Bowling Green Ky, INC.","2151 Scottsville Rd, Bowling Green, KY 42104, USA",https://www.campbellchevrolet.com/,36.95867,-86.4301156,312 km,3 hours 1 min
Leachman Buick GMC,"2012 Scottsville Rd, Bowling Green, KY 42104, USA",https://www.leachmanauto.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB+posts,36.9597458,-86.4284236,312 km,3 hours 1 min
Jim Johnson Nissan,"2200 Scottsville Rd, Bowling Green, KY 42104, USA",https://www.jimjohnsonnissan.com/?utm_campaign=google_my_business&utm_medium=organic&utm_source=google,36.9583875,-86.42800969999999,312 km,3 hours 0 mins
Newton Chevrolet of Russellville,"452 Hopkinsville Rd, Russellville, KY 42276, USA",https://www.newtonchevroletofrussellville.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_sales,36.843332499999995,-86.9055089,300 km,3 hours 8 mins
Martin Dodge Jeep Chrysler Ram,"2209 Scottsville Rd, Bowling Green, KY 42104, USA",https://bit.ly/3YME53p,36.957103,-86.42925360000001,312 km,3 hours 1 min
Don Franklin Bowling Green Kia,"2211 Scottsville Rd, Bowling Green, KY 42104, USA",https://www.donfranklinbowlinggreenkia.com/,36.9565142,-86.4288248,312 km,3 hours 0 mins
Jim Johnson Hyundai,"2200 Scottsville Rd, Bowling Green, KY 42104, USA",http://www.jimjohnsonhyundai.com/,36.9578644,-86.4271928,312 km,3 hours 1 min
BMW of Bowling Green,"325 Three Springs Rd, Bowling Green, KY 42104, USA",https://www.bmwofbowlinggreen.com/,36.936916,-86.42108429999999,310 km,2 hours 58 mins
Mercedes-Benz of Bowling Green,"325 Three Springs Rd, Bowling Green, KY 42104, USA",https://www.mercedesbenzofbowlinggreen.com/,36.936779099999995,-86.42137269999999,310 km,2 hours 58 mins
Flaherty Chevrolet,"2935 Brandenburg Rd, Brandenburg, KY 40108, USA",https://www.flahertychevrolet.com/,37.9678757,-86.1402717,464 km,4 hours 29 mins
Don Moore Hyundai,"3200 Villa Point, Owensboro, KY 42303, USA",http://donmoorehyundai.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,37.7522916,-87.06219190000002,423 km,3 hours 57 mins
Dan Powers Chevrolet GMC,"1065 US-60, Hardinsburg, KY 40143, USA",http://www.danpowersgm.com/,37.760037499999996,-86.4366864,443 km,4 hours 17 mins
Ray's Ford Chrysler Dodge Jeep Ram,"385 Bypass Rd, Brandenburg, KY 40108, USA",http://www.raysford.com/,37.979627,-86.16092069999999,467 km,4 hours 31 mins
Don Moore Honda,"4216 Frederica St, Owensboro, KY 42301, USA",http://www.donmoorehonda.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,37.7301362,-87.1235549,426 km,3 hours 58 mins
Don Moore Nissan,"4216 Frederica St, Owensboro, KY 42301, USA",http://www.donmoorenissan.com/,37.7310977,-87.1226798,425 km,3 hours 57 mins
Dan Powers Chevrolet GMC of Leitchfield,"1517 W Elizabethtown Rd, Leitchfield, KY 42754, USA",https://www.danpowersgm.com/,37.4849951,-86.2717763,394 km,3 hours 55 mins
Uebelhor & Sons Toyota,"788 W 12th Ave, Jasper, IN 47546, USA",https://www.uebelhortoyota.com/,38.373237499999995,-86.9461123,497 km,4 hours 47 mins
Uebelhor & Sons Chevrolet,"972 Wernsing Rd, Jasper, IN 47546, USA",https://www.uebelhorgm.com/?utm_source=gbp&utm_medium=organic&utm_campaign=mainpage_website,38.3752285,-86.9411634,498 km,4 hours 47 mins
Ruxer Ford,"123 Place Rd, Jasper, IN 47546, USA",https://www.ruxerford.com/,38.3849131,-86.9443364,499 km,4 hours 48 mins
Heritage Ford,"2075 Edsel Ln NW, Corydon, IN 47112, USA",https://www.heritagefd.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB,38.231952899999996,-86.1343902,498 km,4 hours 53 mins
Sternberg Chrysler Dodge Jeep Ram,"1781 US-231, Jasper, IN 47546, USA",http://www.sternbergchryslercenter.com/,38.367162,-86.9442555,497 km,4 hours 46 mins
Sternberg Ford,"600 S Washington St, Dale, IN 47523, USA",http://www.sternbergford.com/,38.1599935,-86.99302209999999,473 km,4 hours 25 mins
John Jones Chrysler Dodge Jeep Ram FIAT,"1735a Gardner Ln NW, Corydon, IN 47112, USA",https://www.johnjoneschryslerdodgejeepram.com/?utm_source=Google+My+Business&utm_medium=CDJR,38.2266738,-86.1409913,498 km,4 hours 53 mins
Uebelhor And Sons Cadillac Jasper,"972 Wernsing Rd, Jasper, IN 47546, USA",https://www.uebelhorcadillacjasper.com/,38.3761201,-86.94120629999999,498 km,4 hours 47 mins
Sternberg Chrysler Center Inc - Chrysler,"1781 US-231, Jasper, IN 47546, USA",https://www.sternbergchryslercenter.com/,38.3672652,-86.94404639999999,497 km,4 hours 46 mins
David Scott Lee Chevrolet GMC,"152 US-231, Troy, AL 36081, USA",https://www.troychevroletgmc.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales_website,31.799256599999996,-85.9846848,459 km,4 hours 18 mins
Premier Chrysler Dodge Jeep Ram,"113 US-231, Troy, AL 36081, USA",https://www.premiercdjroftroy.com/,31.7958401,-85.9792696,459 km,4 hours 19 mins
Merchant Nissan,"110 US-231 NORTH, Troy, AL 36081, USA",https://www.merchantnissan.com/,31.7936754,-85.97999949999999,460 km,4 hours 18 mins
Cook Chevrolet,"610 Troy Rd, Elba, AL 36323, USA",https://www.mycookchevy.com/,31.4188287,-86.0684921,506 km,4 hours 52 mins
Jim Cook Ford,"620 Troy Rd, Elba, AL 36323, USA",http://jimcookfordinc.com/,31.4193591,-86.0684216,506 km,4 hours 52 mins
SONS Ford Auburn,"2305 S College St, Auburn, AL 36832, USA",http://www.sonsford.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=gbp,32.5620917,-85.50348989999999,360 km,3 hours 18 mins
"RIVERSIDE CHEVROLET, INC.","4270 US-231, Wetumpka, AL 36092, USA",https://www.riversideusa.net/,32.5032085,-86.2146188,330 km,3 hours 38 mins
Tallassee Chrysler Dodge Jeep Ram,"1618 Gilmer Ave, Tallassee, AL 36078, USA",https://www.tallasseechryslerdodgejeepram.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,32.5576627,-85.9260273,340 km,3 hours 44 mins
Collier Ford,"5156 US-231, Wetumpka, AL 36092, USA",https://www.collierfordinc.com/?utm_campaign=gbp_website_button&utm_medium=organic&utm_source=google,32.5157448,-86.210911,328 km,3 hours 36 mins
Bice Chrysler Dodge Jeep Ram,"2133 Cherokee Rd, Alexander City, AL 35010, USA",https://bicemotors.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,32.9177247,-85.9502531,293 km,3 hours 9 mins
Serra Nissan of Sylacauga,"80 James B Payton Blvd, Sylacauga, AL 35150, USA",https://www.serranissanofsylacauga.com/,33.176263,-86.28893599999999,253 km,2 hours 45 mins
McKelvey Chevrolet Corporation,"17488 US-280, Dadeville, AL 36853, USA",http://www.mckelveychevrolet.com/,32.8394218,-85.7717258,313 km,3 hours 20 mins
McSweeney Chrysler Dodge Jeep Ram,"2605 Dr John Haynes Dr, Pell City, AL 35125, USA",https://www.mcsweeneychryslerdodgejeepram.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales_website,33.604549399999996,-86.28017419999999,204 km,2 hours 6 mins
Sunny King Toyota,"2570 US Hwy 78 E E, Anniston, AL 36207, USA",https://www.sunnykingtoyota.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,33.6136872,-85.7765715,201 km,2 hours 13 mins
Cooper Chevrolet GMC,"1300 S Quintard Ave, Anniston, AL 36201, USA",https://www.cooperchevrolet.com/?utm_source=google&utm_campaign=GoogleLocalListing&utm_medium=organic,33.6308855,-85.82668939999999,196 km,2 hours 11 mins
Buster Miles Ford,"1880 Almon St, Heflin, AL 36264, USA",https://www.bustermiles-ford.com/,33.624214699999996,-85.5963452,208 km,2 hours 17 mins
Buster Miles Chevrolet,"1884 Almon St, Heflin, AL 36264, USA",https://www.bustermiles-chevy.com/,33.623433299999995,-85.5965587,208 km,2 hours 17 mins
Town & Country Ford Pell City,"1103 Martin St N, Pell City, AL 35125, USA",http://www.pellcityford.com/?utm_source=GMB_Profile&utm_medium=organic,33.6018562,-86.2836303,204 km,2 hours 6 mins
Sunny King Honda,"2580 US Hwy 78 E, Anniston, AL 36207, USA",https://sunnykinghonda.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb%20listing,33.6136161,-85.77528079999999,201 km,2 hours 13 mins
Greenway Chrysler Dodge Jeep Ram Fiat Of Anniston,"1229 S Quintard Ave, Anniston, AL 36201, USA",https://www.greenwaycdjrofanniston.com/,33.631490899999996,-85.82533749999999,196 km,2 hours 11 mins
C. A. Russell Ford,"1507 S Quintard Ave, Anniston, AL 36201, USA",https://www.carussellford.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,33.6275799,-85.8260063,196 km,2 hours 12 mins
Buster Miles Kia,"1401 S Quintard Ave, Anniston, AL 36201, USA",https://www.bustermileskia.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-main,33.6296663,-85.8255169,196 km,2 hours 12 mins
COOPER HYUNDAI,"110 S Quintard Ave, Anniston, AL 36201, USA",https://www.cooperhyundai.com/,33.6455877,-85.82674399999999,195 km,2 hours 10 mins
Howard Bentley Buick GMC,"4321 US-431, Albertville, AL 35950, USA",https://www.howardbentleyauto.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,34.242468599999995,-86.1728974,141 km,1 hour 33 mins
Team One Toyota,"927 W Grand Ave, Rainbow City, AL 35906, USA",https://www.teamonetoyota.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,33.9767329,-86.0597585,152 km,1 hour 32 mins
Sam Boswell Honda Gadsden,"550 E Meighan Blvd, Gadsden, AL 35903, USA",https://www.boswellhondagadsden.com/?utm_medium=organic&utm_source=GMBlisting&utm_campaign=hondasales,34.0091889,-85.98242379999999,148 km,1 hour 35 mins
Kia of Rainbow City,"950 W Grand Ave, Rainbow City, AL 35906, USA",https://www.kiaofrainbowcity.com/?utm_medium=organic&utm_source=GMBlisting&utm_campaign=kiasales,33.9761818,-86.0614835,152 km,1 hour 31 mins
Team One Chrysler Dodge Jeep Ram of Gadsden,"1149 1st Ave, Gadsden, AL 35901, USA",https://www.team1dodge.net/?utm_campaign=gbp_website_button&utm_medium=organic&utm_source=google,34.0195243,-86.0183356,144 km,1 hour 30 mins
Guntersville Chevrolet,"11982 US-431 suite c, Guntersville, AL 35976, USA",https://www.guntersvillechevrolet.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,34.3038465,-86.2811538,154 km,1 hour 39 mins
"Chevrolet of Boaz, INC.","1134 US-431, Boaz, AL 35957, USA",https://www.chevroletofboaz.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,34.2029127,-86.15109,143 km,1 hour 30 mins
Nissan of Gadsden,"1701 Rainbow Dr, Gadsden, AL 35901, USA",https://www.nissanofgadsden.com/?utm_source=google&utm_medium=organic&utm_campaign=Google_Business_Profile_Main&utm_id=Main+Website+URL&utm_term=GMB,33.981630200000005,-86.0077843,156 km,1 hour 32 mins
Team One Chevrolet of Gadsden,"413 E Meighan Blvd, Gadsden, AL 35903, USA",https://www.chevroletofgadsden.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,34.0085073,-85.9872657,147 km,1 hour 34 mins
Donohoo Chevrolet,"1000 Greenhill Blvd NW, Fort Payne, AL 35967, USA",https://www.donohoochevrolet.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB+posts,34.4748921,-85.7102173,82.8 km,50 mins
High Country Toyota,"23030 John T Reid Pkwy, Scottsboro, AL 35768, USA",https://www.highcountrytoyota.com/?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=GMB,34.650006499999996,-86.0305922,101 km,1 hour 4 mins
Harbin Ford Scottsboro,"564 Micah Way, Scottsboro, AL 35769, USA",https://www.harbinfordscottsboro.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB_listing,34.6637389,-86.01175870000002,98.9 km,1 hour 4 mins
Landers McLarty Ford of Fort Payne,"1916 Glenn Blvd SW, Fort Payne, AL 35968, USA",https://www.landersmclartyfordfortpayne.net/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,34.4380302,-85.7602615,89.6 km,55 mins
"Gilbert & Baugh Ford, Inc.","10195 US-431, Albertville, AL 35950, USA",https://www.gilbertbaughford.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,34.2918446,-86.2525632,151 km,1 hour 37 mins
Basswood Chrysler Dodge Jeep Ram - Jeep,"1151 Gault Ave S, Fort Payne, AL 35967, USA",https://www.basswoodcdjr.com/,34.4299964,-85.73215479999999,89.8 km,56 mins
Team One Nissan Of Albertville,"9736 US-431, Albertville, AL 35950, USA",https://www.nissanofalbertville.net/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,34.291087499999996,-86.2447287,150 km,1 hour 36 mins
"Harbin Chevrolet, LLC","570 Micah Way, Scottsboro, AL 35769, USA",https://www.harbinchevrolet.com/,34.6647125,-86.0119462,98.6 km,1 hour 4 mins
"Alexander Ford, Inc.","Hwy 431 S, 685 US-431, Boaz, AL 35957, USA",https://www.alexanderford.com/,34.1963913,-86.1504124,143 km,1 hour 30 mins
John Roberts Toyota,"2610 Hillsboro Hwy, Manchester, TN 37355, USA",http://www.johnrobertstoyota.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp+sales,35.4541754,-86.04466339999999,109 km,1 hour 6 mins
Stan McNabb Chevrolet Buick GMC,"2000 N Jackson St, Tullahoma, TN 37388, USA",http://www.stanmcnabbchevy.com/,35.3885076,-86.23470150000001,130 km,1 hour 26 mins
John Roberts Nissan,"2747 Hillsboro Blvd, Manchester, TN 37355, USA",https://www.johnrobertsnissan.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=website,35.454760799999995,-86.04201809999999,109 km,1 hour 7 mins
Riverside Chevrolet GMC,"305 Battle Creek Rd, South Pittsburg, TN 37380, USA",https://www.riversidechevroletgmc.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp+sales,35.043471499999995,-85.69123619999999,46.1 km,30 mins
